Geneid,SSCN43.bam,SSCN44.bam,SSCP22.bam,SSCP26.bam,SSCP28.bam,SSCP29.bam,SSCP30.bam
arhgap28,22,108,12,66,36,18,90
arhgap31,639,639,1693,109,1398,353,752
arhgap32a,1093,785,799,726,815,589,481
arhgap32b,515,105,888,224,520,539,598
arhgap35a,872,517,954,543,680,513,699
arhgap35b,668,836,1494,934,904,900,1017
arhgap36,257,260,329,108,237,170,292
arhgap39,163,97,512,196,157,400,324
arhgap42a,316,118,1284,403,666,259,420
arhgap45b,938,173,665,331,540,358,636
arhgap46a,840,685,1722,1085,1205,606,997
arhgap4b,786,312,379,456,508,209,821
arhgap5,2080,1754,4960,1854,2018,2233,2219
arhgap9,1500,1438,263,1371,1154,343,326
arhgdia,3994,5833,9184,3428,6584,3862,7053
arhgdig,66,17,100,42,47,44,116
arhgef10,2687,742,1372,1084,2595,3500,3843
arhgef10la,1369,1027,1056,1237,892,485,819
arhgef11,1511,801,3147,1642,1320,2236,1329
arhgef12a,2708,1944,1576,1957,1974,1392,1821
arhgef15b,283,136,1249,395,339,482,415
arhgef16,238,49,1020,200,196,360,454
arhgef18a,1670,1464,9377,2733,4069,2976,5340
arhgef18b,1770,1456,6540,3546,4331,3806,5042
arhgef19,63,22,449,13,150,52,35
arhgef1a,536,93,514,149,240,464,421
arhgef1b,3758,3340,7054,3776,3466,3685,3226
arhgef2,2682,1550,1725,2250,1634,1020,1418
arhgef25a,788,129,1006,514,484,280,573
arhgef25b,116,66,279,98,111,184,135
arhgef28a,552,182,1695,1067,741,958,728
arhgef3,327,292,305,2974,797,171,286
arhgef33,707,1567,1713,445,588,1550,504
arhgef37,505,540,216,326,1025,1128,802
arhgef38,18,4,227,3,32,11,6
arhgef39,179,114,931,198,234,261,306
arhgef3l,502,396,706,211,558,293,482
arhgef40,1011,224,2869,521,1050,795,1046
arhgef5,4527,1834,2894,1649,4277,960,2802
arhgef6,1841,1036,1134,1256,1505,968,1471
arhgef7a,1032,323,856,301,362,539,685
arid1aa,1471,763,1091,806,846,776,1201
arid1ab,1207,455,1226,564,705,862,747
arid1b,1677,1277,559,1457,857,567,454
arid2,603,325,839,519,492,758,833
arid3a,61,8,0,9,35,11,26
arid4a,3173,1937,3569,3013,2656,3370,2437
arid4b,2154,895,2023,1725,1900,1228,1981
arid5a,192,72,80,44,95,80,91
arid5b,1696,1359,2054,1388,1786,1476,2286
arid6,6,0,33,0,11,7,2
arih1,2411,1625,2973,3180,2170,2372,2530
arih2,4124,4882,2623,5143,3135,2531,3085
ark2n,1201,897,1175,1329,1012,1207,1283
arl10,418,808,558,533,257,220,280
arl11,102,1154,1380,58,107,1038,18
arl13a,162,36,605,1584,1647,52,1265
arl13b,1547,114,501,128,73,219,200
arl14,118,3088,3282,4142,2064,2510,1949
arl14ep,774,20,603,48,186,18,0
arl16,176,568,568,698,893,729,1221
arl1,888,293,138,191,109,146,169
arl2,934,1068,1166,1713,1175,1201,907
arl2bp,1079,732,686,900,556,1173,872
arl3b,853,920,2101,1539,1620,1612,1569
arl3l1,11,12,68,16,12,119,35
arl4aa,773,1005,1610,1117,1838,1067,1818
arl4d,1569,3101,167,2071,468,561,219
arl5a,512,409,781,438,450,578,995
arl5c,342,29,125,25,48,60,75
arl6,1332,876,317,2404,762,895,521
arl6ip1,855,1699,786,1188,1088,927,1348
arl6ip4,3300,5431,2619,3049,2794,2974,3082
arl6ip6,521,826,567,674,799,638,701
arl8,531,266,829,550,477,843,987
arl8ba,1550,2450,1659,2084,1741,1334,1420
arl8bb,1348,972,1422,1006,1392,1330,1909
arl9,732,391,665,739,583,682,642
armc10,567,475,256,699,391,418,274
armc1,2260,2845,2712,3357,2824,2547,2531
armc1l,507,380,607,609,379,560,761
armc2,151,114,147,1038,133,518,87
armc5,756,402,1400,854,573,1141,1129
armc6,943,991,1058,953,1026,866,948
armc7,205,335,400,195,274,271,315
armc8,372,216,311,247,464,343,405
armh3,2999,1562,2776,2114,3001,1870,3254
armt1,759,421,769,786,742,783,1106
arnt2,815,347,1150,606,784,1305,1646
arnt,866,715,2137,877,967,810,987
arpc2,3687,3191,3165,3550,4758,2599,3501
arpc3,3018,3668,4389,4320,6020,3067,4429
arpc4,1418,1653,2089,1805,2194,1369,2199
arpc5b,4013,4422,5708,5652,6492,4313,5646
arpin,852,389,490,475,679,486,776
arpp19a,1834,3638,3117,2705,3039,1900,2647
arpp21,176,166,283,203,207,512,294
arr3a,59,112,179,63,42,113,137
arrb1,116,155,128,99,27,86,251
arrb2b,142,67,220,361,134,452,3166
arrdc1b,358,251,468,157,586,315,582
arrdc2,805,1001,1169,320,582,874,736
arrdc3a,1249,891,2076,905,2157,1134,1563
arsa,473,296,630,1967,943,695,623
arsb,98,50,183,101,119,118,217
arsh,182,87,487,95,167,208,260
arsia,11,6,2,6,2,12,3
arsj,33,26,105,42,50,61,118
arsk,211,124,209,170,169,194,272
arv1,178,133,313,134,111,210,163
arvcfa,13,3,43,19,6,26,11
arvcfb,982,812,1577,303,900,570,1361
arxa,6,12,16,13,8,18,10
asah1b,1166,1315,1256,450,1196,482,1419
asah2,14,6,58,10,36,14,6
asap1b,1740,2211,4991,1522,2043,6236,3068
asap2a,1406,1226,3146,1311,1585,967,1947
asap3,721,1377,628,597,691,767,1687
asb10,1,0,0,1,0,3,0
asb13a.1,56,69,295,107,120,147,166
asb13a.2,680,687,176,910,361,318,263
asb13b,50,130,295,67,56,187,57
asb16,44,42,346,91,38,115,172
asb3,206,233,987,293,283,394,430
asb4,17,2,28,4,14,2,9
asb5a,28,32,345,33,47,53,41
asb6,335,343,822,203,356,477,589
asb7,244,282,457,388,204,401,471
asb8,775,971,1142,748,914,1134,1134
ascc1,833,742,1438,1217,740,1372,1182
ascc2,1199,1260,2533,1494,972,1099,1179
ascc3,979,392,661,587,704,612,791
ascl1a,0,0,18,0,0,10,0
ascl1b,0,0,17,4,2,6,8
asgr1a,18,156,6,46,41,10,10
ash1l,3480,923,5678,3229,3053,3520,3689
ash2l,322,894,3689,881,605,1109,880
asic1b,151,104,117,68,599,93,262
asic1c,186,97,254,151,122,430,308
asic2,195,282,281,339,275,288,130
asic4a,40,94,48,88,26,78,79
asip2b,0,0,1,0,0,9,0
asl,393,482,1008,463,357,482,634
asmt,11,377,513,20,412,412,17
asmt2,266,6,55,369,6,28,279
asmtl,529,590,992,701,584,628,728
asns,575,730,1177,477,1461,646,928
asnsd1,459,830,1246,713,475,668,612
aspa,587,245,384,227,235,397,392
aspdh,2,2,14,0,13,0,0
aspg,729,328,779,521,525,580,688
asphd1,0,2,34,6,2,18,22
asphd2,710,408,673,522,502,423,458
aspm,917,398,680,520,504,841,862
aspn,0,4,0,0,0,0,2
aspscr1,1700,1589,2493,2682,1723,2205,1893
asrgl1,568,522,745,366,521,280,377
ass1,1152,1404,2076,1271,877,1350,1904
aste1b,246,618,661,356,612,311,545
astn1,142,217,461,63,1121,77,403
asxl1,1207,136,1319,893,1035,1155,1400
asxl2,572,99,381,400,449,522,624
asz1,877,540,2052,1032,961,3063,1482
atad1a,639,393,770,635,412,602,489
atad1b,2378,1978,8318,3128,3048,7094,4322
atad2b,2421,2314,3482,2223,1433,2849,1573
atad3,544,704,967,994,721,603,1159
atad5a,571,164,757,355,386,560,622
atat1,5394,6762,2427,22080,3053,3187,1786
atcaya,10,1,12,3,12,21,3
atf1,1285,1067,1219,1258,1113,990,1110
atf2,185,181,506,256,206,316,443
atf3,367,453,433,392,255,447,328
atf4a,4653,3868,4930,3786,4485,3653,4354
atf4b,7929,5265,4869,5034,5608,3618,5346
atf5a,231,39,72,78,52,174,109
atf5b,730,599,945,532,753,751,702
atf6,1002,1006,735,949,630,615,738
atf6b,2093,1356,1847,1924,1150,1233,1212
atf7a,2377,2432,1909,2096,2133,1826,2226
atf7b,789,507,935,634,675,1177,1253
atf7ip,1490,2002,1897,1516,1225,1203,1320
atf7ip2,130,249,792,118,252,485,531
atg101,627,976,469,648,573,429,680
atg10,55,29,64,89,60,20,55
atg12,474,785,608,510,556,954,837
atg13,1632,471,409,850,858,379,797
atg14,886,721,2636,2412,1160,1697,1302
atg16l1,552,417,2573,787,746,706,907
atg2a,1553,753,1940,998,1134,1298,1528
atg3,4732,6189,5659,2444,5887,2976,7974
atg4b,963,986,1252,957,943,994,971
atg4c,356,333,472,398,427,290,368
atg4da,722,577,1507,680,772,706,805
atg5,1028,848,1440,1258,1128,1295,1466
atg7,655,822,476,603,992,460,633
atg9a,1010,1083,2057,1155,1310,1980,1473
atg9b,995,647,1160,1073,611,793,830
atic,1395,1088,2671,1515,2312,1739,2301
atl1,195,161,56,112,80,85,56
atl3,2797,3887,2691,3610,4018,2564,3186
atm,1334,434,1182,568,874,997,1221
atmin,251,154,302,357,236,355,604
atn1,598,118,503,189,448,228,443
atoh1a,0,2,0,2,0,0,7
atoh1b,0,0,0,0,12,0,0
atoh7,0,0,0,0,0,0,0
atoh8,522,274,572,213,286,314,1068
atosa,1561,936,1115,1701,1217,1188,1389
atox1,1322,1918,1324,1986,1715,1290,1571
atp10a,1005,326,2023,422,838,1891,1312
atp10b,12,4,25,0,4,4,2
atp11a,718,145,1179,188,425,451,387
atp11b,928,450,1150,728,730,875,1049
atp11c,6144,4464,2120,6405,3602,2626,2592
atp13a1,1556,1294,2751,1662,1796,1487,2050
atp13a2,926,807,1597,773,956,1173,1169
atp13a3,1968,1392,2910,1858,2066,1490,2159
atp1a2a,240,219,816,341,264,234,266
atp1a3a,3250,3172,1346,3388,2004,1519,1276
atp1a3b,2301,3326,6441,2221,3912,2140,3105
atp1b1a,5363,4956,2249,4845,2726,2465,2284
atp1b1b,1459,2273,11002,1738,4198,1336,2947
atp1b2a,96,71,144,64,33,123,175
atp1b2b,195,193,690,97,122,426,342
atp1b3a,18,27,11,34,52,30,58
atp1b4,18,2,15,4,9,24,41
atp23,297,192,505,390,408,262,485
atp2a1,1207,1371,3546,3162,1753,2297,1462
atp2a1l,711,79,574,169,197,492,510
atp2a2b,4881,2706,4426,3695,3509,2711,3945
atp2a3,2435,1387,2390,367,1551,374,1974
atp2b1a,5492,1728,5509,2365,2685,1856,5793
atp2b2,952,1202,2295,1932,1843,1644,1831
atp2b3b,118,10,144,84,68,139,83
atp2c1,1636,1154,5093,1673,1624,1852,2265
atp5f1c,1819,5647,5941,3671,2989,2876,2882
atp5f1d,2909,3734,3327,4144,3309,3640,3708
atp5f1e,1637,4538,2736,2921,3307,3097,3385
atp5if1a,2142,5367,4551,2167,3900,4092,4888
atp5if1b,2917,5884,4324,4543,4002,4014,3573
atp5l,3451,6227,4632,6281,5102,4105,5058
atp5mc1,4765,6855,4392,4707,4796,4208,5654
atp5mc3a,5589,8320,6283,7002,7914,5579,6547
atp5md,1559,2418,2029,1383,1836,2418,1790
atp5mf,1816,4488,3466,2752,3304,3058,3460
atp5mj,2147,4088,2357,4105,2496,3587,2769
atp5pb,4454,5915,4165,6350,5272,3515,4384
atp5pd,2881,5397,3757,3349,3472,3059,3359
atp5pf,2680,4091,5370,4022,3736,4994,4485
atp5po,3417,6225,4943,4682,5447,3174,3983
atp6ap1a,243,326,459,314,186,377,642
atp6ap1b,1275,809,1295,1205,1205,926,1225
atp6ap1la,32,10,49,8,7,18,25
atp6ap1lb,38,34,110,61,48,50,90
atp6ap2,5042,8069,7272,3845,5590,5587,6466
atp6v0a1a,1694,1822,2680,1701,1612,1610,2830
atp6v0a1b,264,145,124,113,345,164,308
atp6v0a2a,121,66,117,140,107,154,303
atp6v0a2b,849,202,603,409,640,886,1027
atp6v0b,1175,2042,1977,1710,1846,1700,2023
atp6v0ca,1121,1217,2085,1668,1545,1460,1722
atp6v0cb,2224,2480,2559,1872,2114,2583,2795
atp6v0e1,1069,1370,1267,906,1062,1798,1329
atp6v1ab,890,637,1136,824,813,752,976
atp6v1ba,2667,2603,2093,3248,2590,1078,2383
atp6v1c2,1400,2435,119,931,888,332,195
atp6v1d,1001,1701,1801,1285,1462,1637,2199
atp6v1e1a,1951,6838,4446,2749,3268,3103,4291
atp6v1e1b,1126,2082,2104,1626,1486,1428,2187
atp6v1f,2104,4472,2293,2625,3242,1544,2428
atp6v1g1,2131,4385,2241,1954,2711,1878,3352
atp6v1h,2592,2780,2423,2536,2377,1731,2309
atp7a,2579,1452,2202,1733,2340,1534,1862
atp7b,59,85,107,326,47,129,60
atp8a1,593,541,1208,449,782,592,974
atp8a2,814,507,1382,961,674,1165,827
atp8b1,176,28,406,55,157,94,169
atp8b2,21,12,67,11,13,30,52
atp8b3,115,131,446,198,165,132,149
atp8b5b,2,0,58,8,16,12,317
atp9b,569,287,686,606,409,630,753
atpaf1,1065,831,1763,1103,1185,1007,1161
atpaf2,653,696,460,524,603,628,932
atpsckmt,187,217,314,256,213,315,387
atpv0e2,2864,5421,601,4522,3178,2122,1769
atr,2184,946,3204,1744,2047,3971,3424
atraid,530,564,396,826,435,453,474
atrip,1014,326,631,1545,442,1254,904
atrn,925,453,1555,1098,871,1130,1127
atrnl1b,827,777,2995,983,1441,1490,1419
atrx,4696,1558,2548,2145,2734,2422,3119
atxn10,438,270,353,391,294,285,363
atxn1l,303,85,87,81,156,118,288
atxn2,943,681,1897,858,729,1239,932
atxn2l,1812,1505,4613,1728,2006,2467,2673
atxn3,690,560,1042,700,710,742,752
atxn7l1,1217,815,1720,1263,1147,1206,1185
atxn7l2a,90,77,138,116,100,161,252
atxn7l3a,286,323,579,405,433,372,422
atxn7l3b,328,259,575,268,369,550,412
auh,1565,1166,2158,1102,1280,1662,1903
aup1,804,1059,1719,1002,876,1420,1205
aurka,557,367,937,599,472,1271,1363
aurkaip1,1021,3481,1549,2395,1317,1545,1500
aurkb,243,190,226,225,277,493,767
auts2a,597,580,408,377,508,307,500
aven,140,75,143,100,115,154,194
avil,8439,9735,1202,8045,2738,2909,848
avl9,1076,1076,1032,1089,833,1101,861
avpi1,255,1146,243,676,406,333,490
avpr1aa,37,38,24,2,77,17,45
avpr2aa,20,23,55,4,18,2,14
avpr2ab,2,0,10,0,0,0,6
axin1,735,1096,709,625,458,193,237
axin2,582,314,731,617,456,545,684
azi2,420,433,834,695,501,630,636
b2m,18389,16513,11010,4645,22622,6505,12734
b3galnt2,692,260,1070,446,600,671,1024
b3galt2,593,606,933,193,811,320,393
b3galt4,181,341,85,759,144,204,59
b3galt6,344,218,421,326,358,420,460
b3gat2,519,571,407,383,1119,389,1214
b3gat3,526,556,799,589,602,698,761
b3glcta,465,700,532,773,404,639,540
b3gnt2a,181,471,628,475,314,314,209
b3gnt2b,440,300,749,219,460,610,595
b3gnt2l,82,20,123,169,49,145,713
b3gnt7,365,99,1182,181,756,235,196
b3gnt7l,4,6,12,2,0,2,14
b3gnt9,342,174,419,161,259,474,447
b3gntl1,219,177,302,239,190,272,458
b4galnt1a,199,41,495,66,206,36,129
b4galnt1b,194,138,192,55,94,85,223
b4galnt3b,1605,1019,2997,2017,2603,1885,2372
b4galnt4a,60,17,26,54,62,4,67
b4galt1l,3202,1806,5270,1606,3416,2920,3329
b4galt2,2686,2691,753,1910,2502,1832,1888
b4galt3,261,209,349,136,299,315,367
b4galt4,743,646,845,364,855,580,943
b4galt5,771,177,791,388,396,458,861
b4galt7,193,131,227,149,269,286,406
b4gat1,145,24,141,136,178,124,300
b9d1,465,370,362,936,311,432,403
baalcb,0,0,73,0,0,6,0
babam1,670,892,683,750,691,848,988
babam2,505,629,406,516,493,564,610
bace1,619,325,673,366,624,466,772
bace2,1042,874,1209,478,1660,709,1714
bach2b,255,255,227,77,221,159,334
bag1,821,744,1000,756,786,1040,1210
bag2,859,2093,2668,1287,1770,936,1633
bag3,743,1100,735,744,607,721,770
bag4,558,493,813,564,603,990,988
bag5,389,454,517,973,378,586,475
bag6,1413,1065,2134,1470,1421,2172,1549
bag6l,997,727,2026,1156,1003,1099,1162
bahcc1b,2150,814,498,2093,846,550,773
bahd1,663,913,906,398,1616,556,726
baiap2a,731,937,1983,992,866,861,1570
baiap2l1a,2050,3978,1965,2208,2494,821,448
baiap2l1b,1623,3737,7561,2759,3043,1883,3862
baiap2l2a,774,382,322,606,431,139,165
baiap2l2b,52,37,40,61,24,49,20
baiap3,105,80,459,185,132,380,470
bambia,60,29,81,36,47,76,73
banf1,2517,3346,2775,3408,3085,2920,3231
banp,342,312,382,332,381,460,500
bap1,493,400,577,485,513,377,557
bard1,418,318,635,320,398,496,591
barhl1b,5,10,6,0,4,6,11
barhl2,0,2,7,0,0,2,0
barx1,8,28,38,15,6,16,20
barx2,323,120,1993,261,671,229,166
basp1,50,26,128,40,30,26,45
batf,56,102,174,45,119,107,120
baz1a,816,836,5229,2693,1803,4001,2943
baz1b,3057,1086,3750,1792,1910,1888,2526
baz2a,3244,1828,2138,2696,1752,2062,1980
baz2ba,6293,3612,3514,5205,3035,3250,2567
bbc3,747,401,1263,652,915,1689,1107
bbip1,365,551,500,1040,347,958,492
bbln,431,502,441,598,544,576,867
bbox1,868,1031,468,1309,750,587,562
bbs10,213,101,124,421,145,375,207
bbs1,173,103,50,224,108,145,178
bbs12,280,296,381,678,267,303,99
bbs2,455,431,408,749,409,427,469
bbs4,335,464,524,390,280,557,344
bbs5,277,250,354,329,273,451,389
bbs7,383,198,474,515,310,456,462
bbs9,538,687,589,774,345,491,378
bcam,1389,562,3687,673,1624,841,1766
bcan,91,233,692,344,125,225,176
bcap31,1860,1736,1089,1643,1696,1371,1964
bcar1,1806,1946,1467,1104,1915,1139,1988
bcar3,148,159,134,18,189,70,157
bcas1,94,99,44,9,77,314,761
bcas2,739,1067,1100,936,863,1157,1282
bcas3,318,339,549,170,346,300,319
bcat1,6147,17205,1012,7534,4787,1183,979
bcat2,1031,975,1412,1119,901,1183,981
bccip,1542,1422,4211,1428,1665,2047,2319
bckdha,1358,1439,1980,1241,1431,1315,1811
bckdhb,863,837,581,715,788,552,789
bckdk,1583,2213,6057,2217,2611,3174,3088
bcl10,109,153,331,136,205,174,268
bcl11aa,44,10,30,32,19,2,36
bcl11bb,80,61,25,11,59,47,43
bcl2b,1704,1665,1858,666,761,547,1916
bcl2l10,1051,995,1668,2060,1086,1669,1344
bcl2l11,245,198,305,140,286,97,154
bcl2l12,107,76,66,19,73,87,100
bcl2l13,453,560,589,402,374,437,481
bcl2l1,4050,3766,5193,4418,5491,4025,5471
bcl3,194,68,169,51,57,94,95
bcl6aa,111,70,141,19,40,25,98
bcl6ab,470,481,931,299,304,338,622
bcl6b,130,158,606,176,191,441,214
bcl7a,555,160,580,318,321,429,523
bcl7bb,1178,1573,1619,903,1535,1294,1692
bcl9,697,342,802,452,673,493,907
bcl9l,903,483,1423,541,571,524,819
bco1,130,5,105,6,84,4,32
bco1l,98,45,40,21,27,33,59
bco2b,49,5,13,25,30,6,20
bco2l,0,0,20,6,14,4,5
bcor,500,225,601,207,275,108,483
bcorl1,489,266,549,435,436,576,638
bcr,429,571,654,919,394,492,534
bdh1,164,115,226,154,205,168,270
bdh2,458,590,847,898,607,653,564
bdkrb1,32,4,0,0,2,0,2
bdkrb2,11,30,4,0,23,4,7
bdnf,68,65,152,323,108,266,140
bean1,0,0,2,0,0,0,1
becn1,765,678,1650,799,697,873,982
bend3,536,345,292,676,442,433,644
bend5,931,984,1219,1336,1049,1584,1211
best1,14,8,11,8,17,10,79
best2,9,7,33,20,15,6,12
best4,117,134,45,57,39,55,42
bet1,538,1016,844,971,788,342,756
bet1l,1767,1575,1698,4397,1414,1717,1209
bfsp2,14,0,6,0,4,0,0
bglapl,64,0,6,9,54,44,24
bgnb,2314,5415,3872,1835,4753,2190,5222
bhlha15,0,0,8,1,4,1,5
bhlha9,0,0,0,0,0,0,0
bhlhe22,4,0,0,0,0,0,4
bhlhe23,4,0,1,1,2,11,101
bhlhe40,1420,1421,1659,1671,1343,1088,1846
bhlhe41,362,392,434,208,362,256,377
bhmt,2,0,0,0,0,8,3
bicc2,20,108,12,50,8,38,8
bicd1a,173,106,165,22,59,74,193
bicd2,725,638,506,428,813,469,830
bicdl1,489,399,843,407,512,517,789
bicdl2,69,6,384,12,60,18,0
bicdl2l,72,80,265,69,113,67,289
bicra,354,231,782,300,356,693,558
bicral,555,326,1130,503,407,816,695
bin1b,138,77,467,94,97,477,423
bin2a,1728,2138,796,1174,1142,588,228
bin2b,5270,6811,5033,5781,7605,2574,4260
bin3,1527,778,829,894,1064,698,1123
birc2,1937,2975,3154,2402,1358,2404,2649
birc5a,411,371,484,434,432,747,1240
birc5b,26,13,153,46,41,91,631
birc6,3065,1295,3232,2006,2273,2534,2746
birc7,43,52,78,374,12,29,61
blcap,604,691,1708,988,725,924,1047
blk,40,101,762,207,55,281,228
blm,737,332,1103,681,666,926,1601
blmh,1427,1735,1025,2496,1295,593,980
blnk,915,399,516,120,399,83,578
bloc1s1,1075,2880,911,1933,1850,955,1281
bloc1s2,1298,2519,2204,2100,1354,1798,1869
bloc1s3,530,585,779,612,749,605,863
bloc1s4,339,777,887,609,589,1461,1145
bloc1s5,594,1508,482,662,557,677,1006
bloc1s6,773,902,582,577,594,693,683
bltp3a,756,406,1239,872,638,1328,959
bltp3b,217,140,598,204,246,263,375
blvra,789,719,479,387,689,1069,1171
blvrb,246,232,443,166,514,156,402
blzf1,293,175,449,255,265,324,397
bmal1a,1107,857,1252,750,1260,1032,1375
bmal2,374,247,633,365,400,356,458
bmb,47,49,227,74,78,166,571
bmerb1,37,20,83,30,17,29,20
bmf2,437,392,581,310,400,712,1284
bmi1a,1061,1740,2253,2090,1484,1824,1716
bmp10,49,43,61,24,137,85,54
bmp15,49,37,165,115,53,158,745
bmp16,32,16,17,6,21,11,12
bmp1a,695,232,387,323,475,534,454
bmp2b,8,2,16,2,4,0,6
bmp2k,674,150,1067,357,643,483,634
bmp3,65,62,67,171,67,111,94
bmp4,206,107,54,32,297,43,189
bmp5,4,5,4,2,6,0,8
bmp6,88,134,273,187,106,160,342
bmp8a,37,52,162,93,92,60,79
bmper,95,210,165,159,102,109,82
bmpr1ba,455,116,440,122,149,58,351
bmpr1bb,206,468,674,253,298,436,718
bmpr2b,974,484,635,739,667,827,913
bms1,5911,9051,2008,3752,2226,1716,1755
bmt2,152,22,29,77,133,38,77
bnc2,374,393,715,248,871,226,505
bncr,8,7,12,16,1,11,171
bnip1a,613,784,884,570,578,863,913
bnip2,1807,1102,1008,1355,1392,677,1306
bnip3la,1886,2738,883,3140,1343,1355,811
bnip4,332,730,181,741,175,623,636
boc,283,182,1305,261,388,1107,659
bod1,845,336,603,662,635,555,715
bod1l1,3732,2145,4623,2828,4859,2979,3741
boka,407,51,298,52,119,94,198
bola1,126,245,478,255,261,218,378
bola3,831,982,1101,886,1163,1283,1159
bop1,1653,956,1339,1559,1167,1378,2511
bora,134,46,206,152,87,281,413
borcs5,627,992,729,708,808,801,694
borcs6,1791,1967,1368,2011,1497,930,1115
borcs7,1713,2368,3134,2322,1898,2564,2251
borcs8,382,298,405,328,458,434,432
bpgm,748,439,1754,1063,693,1371,1204
bphl,252,336,861,227,309,390,293
bpifcl,1048,886,1025,418,1808,665,847
bpnt1,794,668,960,819,677,692,788
bpnt2,2301,1645,2050,1654,2166,2903,2930
bptf,2104,1216,1329,1389,1178,1228,1392
braf,408,391,1186,401,523,683,808
brap,1278,1172,1740,1989,1357,788,1079
brat1,130,88,680,196,177,293,356
brca2,456,132,836,312,232,845,583
brd1a,472,329,667,570,459,457,496
brd2a,1856,1357,2025,2715,1709,1696,1899
brd4,2199,1318,2043,1496,1821,1420,1656
brd7,1027,892,1565,1205,1267,972,1199
brd8b,2308,1848,3120,1749,3064,1986,2394
brd9,865,852,856,823,964,821,1256
brdt,1431,787,1909,1290,816,3205,2597
brf2,186,321,439,259,208,276,279
bri3,1537,1753,2262,2143,2747,1678,2777
bri3bp,1725,1851,636,1221,956,1173,765
bricd5,0,0,14,12,0,4,11
brinp1,35,1,0,4,38,2,16
brinp2,32,13,0,14,15,14,24
brip1,424,360,693,463,442,724,860
brk1,1582,3371,2435,1655,3478,1532,2757
brms1la,788,158,265,490,437,417,623
brox,1789,2726,2709,1681,2439,2458,4203
brpf1,839,538,520,709,473,424,695
brpf3a,758,675,1823,827,850,814,996
brpf3b,1045,1193,1723,1046,1642,1242,1677
brsk1a,715,509,1233,701,579,1356,892
brsk2a,146,111,106,388,128,166,134
brwd1,3129,1186,3022,2195,2621,3166,3364
brwd3,3631,936,3647,2680,2370,2980,3324
bsdc1,3103,2178,2739,3430,2550,2669,2763
bsg,6891,4231,2176,4547,4599,3135,3440
bsk146,41,148,67,38,96,141,264
bsna,264,22,409,61,16,61,29
bsnb,192,127,322,241,137,306,330
bsnd,4,8,112,18,44,8,8
bspry,74,104,402,112,166,118,217
bsx,28,17,42,4,0,32,0
btaf1,1966,1492,1757,2411,1608,1730,1475
btbd10b,1290,724,1374,820,878,1138,1161
btbd11b,410,722,1018,532,716,502,838
btbd17a,6,4,93,6,4,0,18
btbd3b,273,417,56,318,205,106,71
btbd7,1176,850,1449,1010,1129,1516,1411
btbd8,320,74,492,186,135,213,398
btbd9,778,1024,1633,1175,830,1349,1040
btc,88,36,182,34,120,35,63
btd,185,147,419,252,216,282,318
btf3,2150,3929,5170,2887,3222,3180,3500
btf3l4,1121,1934,2362,1709,1961,1382,1979
btg1,4183,2867,3658,1649,3900,2601,5596
btk,698,328,1635,432,753,823,810
btr02,1,0,3,0,6,0,0
btr12,37,8,287,26,60,50,12
btr33,229,162,178,235,94,412,84
bub1,801,1018,2175,1875,884,1676,1552
bub1bb,448,194,502,365,380,631,513
bub3,1219,500,2465,985,1057,2433,1706
bud13,508,611,1066,588,547,574,643
bud23,705,925,1434,895,1005,808,1000
bud31,3057,3516,3929,3335,3593,4634,4046
bves,265,135,244,27,60,64,389
bxdc2,1046,883,1536,1358,1038,1485,2032
bysl,1355,1529,806,1122,739,1231,1540
bzw1a,3291,1544,2428,2698,3238,2028,2467
c18h3orf33,66,134,217,115,187,118,220
c19h1orf109,347,729,519,342,502,752,515
c1d,642,879,914,684,732,727,1032
c1galt1a,179,315,338,477,330,269,301
c1galt1c1,910,946,1491,758,1039,1076,1550
c1galt1lb,593,284,897,415,601,719,689
c1qbp,1152,1440,2907,2080,1737,2910,3456
c1ql2,6,4,0,11,3,24,16
c1ql3b,12,0,14,34,10,32,50
c1ql4a,0,0,0,0,0,0,0
c1ql4b,35,34,72,6,32,27,55
c1qtnf12,1946,744,344,122,458,127,575
c1qtnf13,23,10,55,12,31,97,82
c1qtnf2,121,58,106,7,204,96,88
c1qtnf4,2,8,1,0,13,6,8
c1qtnf5,147,17,15,252,11,16,6
c1qtnf6a,99,85,42,2,123,12,69
c1qtnf6b,4,2,4,6,2,12,6
c1qtnf9,6,4,64,21,10,8,2
c2cd2l,471,625,1433,722,739,563,1045
c2cd3,579,434,1332,919,400,1026,622
c2cd4a,4,6,10,0,20,2,10
c2cd5,722,248,792,579,662,817,876
c5,54,162,18,92,29,22,18
c5ar1,189,34,20,6,36,23,44
c6,8045,3037,2266,682,15213,1240,4053
c7b,64,152,34,0,6,19,28
c8a,124,213,410,66,415,286,173
c8g,0,2,0,0,8,0,0
c9,12,8,10,2,24,14,13
